customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges
7590-04235,Female,1,Yes,No,8,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),21.22,No,187.16
7590-04236,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,73.04,No,2334.72
7590-04237,Male,0,No,No,42,Yes,No phone service,DSL,Yes,No,No internet service,No,No internet service,No internet service,One year,Yes,Credit card (automatic),21.6,Yes,1013.32
7590-04238,Female,0,No,Yes,16,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,96.79,No,1518.22
7590-04239,Male,0,No,Yes,50,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Electronic check,30.46,Yes,1641.91
7590-04240,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),110.14,No,8262.2
7590-04241,Male,1,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,72.98,Yes,1429.67
7590-04242,Female,1,No,No,14,Yes,Yes,No,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),82.55,Yes,1211.43
7590-04243,Male,1,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,Two year,No,Bank transfer (automatic),55.51,No,1506.79
7590-04244,Female,0,Yes,Yes,2,Yes,No,No,Yes,No,No,No internet service,Yes,No,One year,Yes,Electronic check,83.63,No,163.83
7590-04245,Male,0,No,No,28,Yes,No,No,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.75,No,1429.02
7590-04246,Male,1,Yes,No,51,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,No,Mailed check,99.93,Yes,6109.85
7590-04247,Male,0,Yes,No,53,Yes,No,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,50.52,No,2563.63
7590-04248,Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,82.26,Yes,4634.38
7590-04249,Male,0,No,No,44,Yes,No,No,No,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),90.76,Yes,4150.64
7590-04250,Male,1,Yes,Yes,49,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No internet service,One year,No,Electronic check,50.08,No,2496.0
7590-04251,Female,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Two year,No,Bank transfer (automatic),82.49,Yes,1795.83
7590-04252,Male,1,Yes,Yes,51,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,Two year,Yes,Credit card (automatic),55.9,No,2358.63
7590-04253,Female,0,No,Yes,52,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,72.79,Yes,3981.82
7590-04254,Female,0,Yes,No,30,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,97.2,Yes,3085.29
7590-04255,Female,0,Yes,No,70,Yes,Yes,DSL,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.58,No,7354.33
7590-04256,Female,0,No,Yes,47,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,One year,Yes,Electronic check,42.0,Yes,1991.05
7590-04257,Female,0,No,No,30,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),89.04,No,2426.67
7590-04258,Male,1,No,No,3,No,No phone service,No,No,No,No,No,No,No,One year,No,Credit card (automatic),99.73,Yes,299.5
7590-04259,Male,0,No,No,34,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,No,Mailed check,32.66,No,1112.6
7590-04260,Male,0,Yes,No,66,Yes,No,No,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),22.48,No,1569.74
7590-04261,Female,0,Yes,No,63,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),63.11,No,3975.49
7590-04262,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,43.08,No,330.54
7590-04263,Male,0,No,No,45,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),28.18,Yes,1450.44
7590-04264,Male,0,Yes,No,55,Yes,Yes,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),106.99,No,6994.3
7590-04265,Male,1,No,No,55,Yes,Yes,DSL,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,21.66,No,1210.34
7590-04266,Male,0,Yes,No,25,Yes,Yes,No,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.77,No,1359.72
7590-04267,Female,0,No,No,59,Yes,Yes,No,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,95.9,No,5961.34
7590-04268,Male,0,Yes,No,71,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,22.3,No,1596.72
7590-04269,Female,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,40.47,No,1600.67
7590-04270,Female,1,No,No,57,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,80.99,No,3788.37
7590-04271,Female,0,Yes,No,62,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,65.19,Yes,4621.09
7590-04272,Female,1,No,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),27.07,Yes,1377.95
7590-04273,Female,0,No,No,2,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),58.61,No,124.03
7590-04274,Male,0,No,Yes,6,Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Mailed check,49.02,No,309.13
7590-04275,Male,1,No,No,51,Yes,No phone service,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),88.51,No,4639.68
7590-04276,Male,0,No,No,61,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),74.41,No,3870.23
7590-04277,Female,0,No,Yes,1,Yes,No phone service,DSL,No,No,No,No,No internet service,No internet service,Two year,No,Mailed check,71.34,Yes,58.8
7590-04278,Male,0,Yes,No,32,Yes,Yes,No,No,Yes,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,94.64,No,2686.89
7590-04279,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,39.5,No,452.89
7590-04280,Female,0,No,No,47,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,80.6,Yes,3859.94
7590-04281,Female,0,No,Yes,52,Yes,No,DSL,No,No,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),37.3,Yes,2112.96
7590-04282,Female,0,Yes,No,40,Yes,No phone service,No,No,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,68.3,No,2618.77
7590-04283,Female,0,Yes,Yes,57,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,No,One year,No,Electronic check,90.24,No,5719.33
7590-04284,Male,1,No,No,67,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),88.72,No,6069.65
7590-04285,Female,0,Yes,No,22,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,63.92,No,1168.33
7590-04286,Female,0,No,No,35,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),44.47,No,1307.74
7590-04287,Male,1,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,20.39,Yes,370.38
7590-04288,Male,0,Yes,Yes,71,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,57.28,Yes,3874.44
7590-04289,Female,0,No,No,54,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Mailed check,78.13,Yes,5005.29
7590-04290,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,47.61,No,3045.94
7590-04291,Female,0,No,Yes,12,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.63,No,1229.62
7590-04292,Female,0,Yes,No,21,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,No,Credit card (automatic),103.03,No,1904.17
7590-04293,Male,0,Yes,No,6,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.47,No,432.64
7590-04294,Male,0,No,No,23,No,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,63.94,No,1492.96
7590-04295,Female,0,Yes,Yes,60,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),36.23,No,2251.83
7590-04296,Female,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),34.03,No,135.88
7590-04297,Female,0,Yes,No,49,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,41.47,Yes,2052.0
7590-04298,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,59.55,No,3955.91
7590-04299,Female,1,Yes,Yes,54,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,115.9,No,5458.35
7590-04300,Female,0,Yes,Yes,25,No,Yes,DSL,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),81.04,No,2023.48
7590-04301,Female,0,No,No,9,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),60.75,Yes,470.24
7590-04302,Female,0,No,No,10,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Electronic check,40.17,No,351.18
7590-04303,Female,1,Yes,No,39,Yes,No,DSL,Yes,No,No,No,No,No internet service,Two year,No,Electronic check,96.54,No,3697.94
7590-04304,Male,1,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),82.65,Yes,736.05
7590-04305,Female,0,Yes,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),59.12,No,209.61
7590-04306,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),79.55,Yes,67.71
7590-04307,Female,0,Yes,Yes,38,No,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Two year,No,Mailed check,76.31,Yes,3459.62
7590-04308,Female,0,Yes,No,22,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,76.59,No,1983.1
7590-04309,Male,0,No,Yes,44,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,25.39,No,1258.69
7590-04310,Male,0,Yes,No,41,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),108.83,Yes,4596.01
7590-04311,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),103.91,No,4212.16
7590-04312,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,One year,No,Credit card (automatic),26.53,No,810.64
7590-04313,Female,0,Yes,No,15,Yes,Yes,No,No,No,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),82.15,Yes,1040.89
7590-04314,Male,0,No,No,66,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,68.19,No,4608.81
7590-04315,Male,1,No,Yes,59,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,92.87,No,6350.55
7590-04316,Male,0,Yes,No,3,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),58.55,No,182.81
7590-04317,Female,0,Yes,No,15,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Two year,Yes,Credit card (automatic),116.51,No,1618.6
7590-04318,Female,0,Yes,No,40,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,113.91,Yes,4374.02
7590-04319,Male,0,No,Yes,5,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),27.89,Yes,151.12
7590-04320,Male,0,Yes,Yes,41,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,48.98,Yes,1647.48
7590-04321,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),39.08,No,2300.93
7590-04322,Female,0,No,Yes,27,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.24,No,1259.54
7590-04323,Female,1,Yes,Yes,22,Yes,No,No,No,No,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),66.23,Yes,1397.63
7590-04324,Female,0,Yes,No,41,No,No phone service,DSL,No internet service,No,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,29.84,No,1116.3
7590-04325,Male,1,Yes,No,11,Yes,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),89.7,Yes,1140.97
7590-04326,Male,0,No,No,63,Yes,Yes,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,75.95,No,5397.38
7590-04327,Female,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,33.04,No,2148.2
7590-04328,Male,0,Yes,No,50,No,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.34,No,4163.65
7590-04329,Female,0,No,Yes,28,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),82.98,Yes,1978.07
7590-04330,Male,0,Yes,No,18,Yes,No,No,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),107.0,No,2043.04
7590-04331,Male,0,Yes,No,44,No,No,Fiber optic,Yes,Yes,Yes,No,No,No internet service,One year,No,Electronic check,39.52,No,1857.48
7590-04332,Male,0,Yes,No,53,No,No,No,No,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,79.46,No,4072.23
7590-04333,Male,0,No,No,65,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),106.29,No,5720.88
7590-04334,Female,0,No,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,44.7,No,2820.67
7590-04335,Male,0,Yes,Yes,12,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),41.54,No,401.99
7590-04336,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.9,No,3191.08
7590-04337,Female,1,Yes,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),94.95,No,1206.81
7590-04338,Female,0,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,99.59,Yes,8035.97
7590-04339,Male,0,No,Yes,13,Yes,No,DSL,No,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,21.72,No,253.18
7590-04340,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,49.83,No,1803.59
7590-04341,Female,0,Yes,No,47,Yes,No,No,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,30.99,No,1435.14
7590-04342,Female,0,No,No,23,Yes,No,Fiber optic,No,No,No internet service,No,No,No,One year,Yes,Mailed check,33.69,No,683.41
7590-04343,Male,0,Yes,Yes,64,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,100.25,Yes,5458.53
7590-04344,Male,0,No,No,16,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),115.12,No,1601.18
7590-04345,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Mailed check,59.83,Yes,2144.81
7590-04346,Male,1,No,No,27,Yes,No,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Mailed check,115.74,No,3068.56
7590-04347,Female,0,Yes,Yes,32,Yes,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),56.21,Yes,1916.13
7590-04348,Female,0,No,No,23,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,90.22,No,2460.97
7590-04349,Male,0,Yes,No,69,Yes,No phone service,DSL,No,No,No,No internet service,No,Yes,Two year,No,Credit card (automatic),54.33,No,4365.55
7590-04350,Female,0,No,Yes,3,No,No,DSL,No,No,No,No internet service,No,No,One year,No,Bank transfer (automatic),50.41,No,142.59
7590-04351,Male,0,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,77.3,No,2154.22
7590-04352,Male,0,No,No,9,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,105.64,No,1126.96
7590-04353,Female,1,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,77.88,No,2898.86
7590-04354,Male,0,Yes,No,72,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Two year,No,Electronic check,75.54,No,5638.75
7590-04355,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.94,Yes,2090.54
7590-04356,Female,0,No,No,3,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,One year,No,Electronic check,113.58,No,319.04
7590-04357,Female,0,No,Yes,7,Yes,Yes,DSL,No internet service,Yes,No,No,No,No internet service,Two year,No,Credit card (automatic),100.12,Yes,727.19
7590-04358,Male,0,Yes,No,26,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),59.13,No,1492.85
7590-04359,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),101.08,No,3566.57
7590-04360,Female,0,No,No,8,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,29.15,No,234.93
7590-04361,Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,62.01,Yes,2104.73
7590-04362,Male,0,Yes,Yes,23,Yes,No,No,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),29.48,No,634.23
7590-04363,Male,0,Yes,No,36,No,No,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.46,No,3680.78
7590-04364,Male,0,Yes,Yes,40,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),22.98,No,1058.23
7590-04365,Male,0,No,Yes,25,Yes,Yes,No,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,109.52,No,2815.47
7590-04366,Male,1,No,Yes,3,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,111.9,No,325.41
7590-04367,Male,0,No,Yes,0,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,47.68,No,47.68
7590-04368,Female,0,Yes,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),113.68,No,1900.43
7590-04369,Female,0,No,No,44,No,No,DSL,No,No,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),68.56,No,2761.34
7590-04370,Female,0,No,Yes,68,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,112.53,No,6937.69
7590-04371,Female,0,No,No,51,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,67.06,Yes,3561.21
7590-04372,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),65.53,No,4141.47
7590-04373,Male,0,No,No,20,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),93.97,Yes,1896.13
7590-04374,Male,1,Yes,No,71,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),41.72,Yes,3515.29
7590-04375,Male,1,Yes,No,24,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,109.12,No,2272.43
7590-04376,Male,0,Yes,Yes,66,No,No,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,103.51,No,6066.11
7590-04377,Female,0,No,No,25,Yes,No,No,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,31.82,Yes,820.04
